Cod;titulo;autor;editora;valor;publicacao;edicao;idioma
9779;Franz Kafka ;64;73;377.08;02/08/2017;1;inglês
9780;Estrategia corporativa on corporate strategy ;44;73;236.72;05/12/2008;2;inglês
9781;Tratado de filosofia ;50;73;307.54;01/08/2000;1;inglês
9782;Sobre alguns travertinos fossiliferos ;21;73;158.64;12/11/2005;3;inglês
9783;Balada dos enforcados e outros poemas  ;35;73;437.58;26/08/2003;3;inglês
9784;Cisco ATM solutions ;72;73;226.02;26/11/2013;1;inglês
9785;...Y Dios permite el mal ;17;73;43.01;05/05/2004;3;inglês
9786;Imagem também se lê ;43;73;76.8;04/07/2018;4;inglês
9787;Farmacologia e terapêutica cardiovascular ;15;73;21.96;16/03/2007;5;inglês
9788;As identidades do Brasil 2;65;73;273.12;05/07/2018;3;inglês
9789;Un mois chez les hommes ;39;73;37.26;03/12/2003;4;inglês
9790;A criança em desenvolvimento;18;73;518.33;19/02/2013;3;inglês
9791;A indústria do Maranhào:;49;73;384.09;28/11/2004;3;inglês
9792;Saneamento e saúde nos paâses em desenvolvimento ;5;73;488.82;24/10/2008;5;inglês
9793;Oswaldo Cruz;39;74;58.8;17/06/2018;4;inglês
9794;A psicologia da infancia e da adolescencia ;58;74;295.14;26/12/2008;5;inglês
9795;Afecções em gastroenterologia pediátrica ;68;74;456.71;19/04/2006;4;inglês
9796;Across the frontiers;27;74;399.04;12/01/2004;3;inglês
9797;Arte afro-brasileira ;48;74;229.27;15/10/2013;1;inglês
9798;A cultura polâtico-musical brasileira ;19;74;127.32;27/02/2010;3;inglês
9799;Viva bem com voce mesmo ;31;74;186.58;01/11/2007;5;inglês
9800;A gênese do capitalismo moderno ;29;74;228.8;31/10/2017;5;inglês
9801;Le caouttchouc;44;74;47.31;02/10/2005;1;inglês
9802;Screen world ;61;74;288.45;06/09/2012;5;inglês
9803;Comercio internacional e câmbio ;62;74;128.83;13/05/2004;1;inglês
9804;Moral;6;74;65.6;01/10/2010;4;inglês
9805;Música e mâdia;38;74;128.39;29/01/2005;5;inglês
9806;A Adequaçào da responsabilidade civil à s relações paterno-filiais ;19;74;317.97;28/02/2013;4;inglês
9807;Topicos em fonoaudiologia 1994 ;32;74;53.73;04/12/2013;5;inglês
9808;Tempos modernos ;13;74;457.94;07/10/2001;5;inglês
9809;Veredas no Sertào Rosiano;42;74;136.51;17/01/2007;2;inglês
9810;Fontes digitais brasileiras;55;74;389.27;22/12/2008;2;inglês
9811;Estatuto do idoso e normas correlatas;16;74;498.43;06/04/2015;1;inglês
9812;O livro e o designer II;58;74;339.05;14/10/2000;4;inglês
9813;A dieta de Beverly Hills ;10;74;146.03;02/11/2018;1;inglês
9814;Improving customer satisfaction, loyalty, and profit;61;74;306.81;09/04/2009;4;inglês
9815;Deu no jornal;19;74;505.62;09/05/2016;4;inglês
9816;Missões;23;74;142.6;10/10/2009;3;inglês
9817;Extragalactic astronomy and cosmology;31;74;170.45;08/11/2010;1;inglês
9818;Livro de resumos ;27;74;204.94;27/06/2001;2;inglês
9819;Angola e Brasil nas rotas do Atlântico Sul ;15;74;437.16;13/05/2007;3;inglês
9820;Paulo Freire, educar para transformar:;51;74;480.47;27/12/2007;1;inglês
9821;GPSS;53;74;160.62;24/02/2011;1;inglês
9822;As razões do coraçào:;22;74;84.63;21/02/2001;1;inglês
9823;Antropologia e poder;6;74;448.78;06/03/2017;5;inglês
9824;Achieving success through social capital;74;74;199.17;07/09/2000;4;inglês
9825;Language universals and linguistic typology;22;74;303.6;27/03/2018;3;inglês
9826;Telebrasil;72;74;292.65;07/01/2001;1;inglês
9827;Cadernos de bioética;16;74;11.48;04/08/2009;2;inglês
9828;O design do século;31;74;475.73;17/01/2012;1;inglês
9829;A cor como informaçào;12;74;318.17;04/03/2007;2;inglês
9830;Velhas fazendas;26;74;12.24;21/06/2017;2;inglês
9831;Anuario UnescoUmesp de comunicaçào regional, 3 ;20;74;225.05;12/10/2011;3;inglês
9832;Famosos por 15 minutos;52;74;425.79;25/12/1999;3;inglês
9833;Uso da palha de carnaúba em revestimento de dutos;42;74;144.1;12/06/2005;4;inglês
9834;ENEM;28;74;405.8;04/01/2004;3;inglês
9835;Instrumentos de autorizaçào e credenciamento ;36;74;360.52;10/02/2018;1;inglês
9836;Manga ;34;74;484.09;22/03/2013;4;inglês
9837;Random functions and hydrology   ;41;74;344.4;24/11/2005;3;inglês
9838;Oficina de estudos da preservaçào;5;74;28.5;29/04/2017;2;inglês
9839;Muda Brasil!;72;74;44.08;10/08/2008;3;inglês
9840;Graviola. Produçào;45;74;354.9;23/04/2007;5;inglês
9841;Recuperaçào florestal com o uso de nào madeiráveis ;10;74;345.67;11/11/2000;4;inglês
9842;Maracujá;64;74;30.35;27/01/2005;3;inglês
9843;Manual de meteorologia para pilotos ;8;74;57.08;26/10/2013;5;inglês
9844;Máquina de gêneros;15;74;513.07;08/03/2012;4;inglês
9845;Corpo, ciência e mercado;68;74;90.51;20/03/2016;1;inglês
9846;Criminologia;34;74;385.19;08/03/2012;3;inglês
9847;O poder da maçonaria;45;74;228.3;16/09/2011;3;inglês
9848;Abacaxi;52;74;395.76;25/10/2004;3;inglês
9849;Avaliaçào da qualidade do gasto público e mensuraçào da eficiência ;62;74;477.58;01/10/2016;4;inglês
9850;Desafios para uma agricultura sustentável ;49;74;445.9;18/04/2012;1;inglês
9851;Pratica da sentença trabalhista;54;74;79.54;14/06/2007;3;inglês
9852;The conceptual roots of mathematics;69;74;505.02;14/12/2016;3;inglês
9853;Aborto;46;74;180.28;20/03/2002;2;inglês
9854;Supermarket ;6;74;169.0;10/11/2010;1;inglês
9855;Globalizing customer solutions;29;74;288.86;20/03/2007;2;inglês
9856;The perspectives of psychiatry ;11;74;273.81;06/12/2014;3;inglês
9857;Discurso sobre as ciencias e as artes;48;74;453.29;09/10/2010;3;inglês
9858;Estática das estruturas ;21;74;436.36;23/08/2011;2;inglês
9859;Decifrando a Terra ;56;74;333.57;29/11/2000;4;inglês
9860;Foundations of the nonlinear theory of elasticity ;11;74;182.06;26/12/2012;3;inglês
9861;Criminoso a força ;41;74;135.8;07/05/2006;3;inglês
9862;Nova evangelizaçào;43;74;174.88;17/07/2000;5;inglês
9863;What is mathematical logic? ;13;74;198.23;19/11/2010;5;inglês
9864;Movimento total;39;74;369.25;28/08/2018;5;inglês
9865;Como combinar e escolher cores para o design gráfico ;43;74;50.44;29/03/2004;3;inglês
9866;Manga para exportaçào:;36;74;367.42;25/09/2016;3;inglês
9867;O vampiro que ri ;64;74;493.22;15/03/2015;1;inglês
9868;Siri Rafael ;74;74;321.07;29/08/2016;4;inglês
9869;A new dictionary of music ;21;74;111.31;07/05/2014;3;inglês
9870;De um fragmento ao outro:;2;74;235.13;19/11/2014;4;inglês
9871;La otra cultura:;61;74;12.58;23/03/2006;2;inglês
9872;Ero-guro ;21;74;319.9;15/01/2014;3;inglês
9873;Da clausura do fora ao fora da clausura;26;74;237.32;18/01/2014;5;inglês
9874;Evaporative cooling of metallurgical furnaces ;54;74;473.48;02/04/2011;2;inglês
9875;Architecture and the urban environment;11;74;455.25;17/04/2000;2;inglês
9876;A Amazônia que eu vi;26;74;506.16;06/02/2003;2;inglês
9877;Alarmes ;47;74;241.72;15/05/2010;5;inglês
9878;A relaçào professor-aluno;64;74;392.21;18/10/2014;5;inglês
9879;Proinfo;29;74;249.88;23/09/2013;5;inglês
9880;Android cookbook ;55;74;481.48;19/05/2010;3;inglês
9881;A guerra das imagens:;68;74;108.15;19/01/2013;5;inglês
9882;Violência doméstica e familiar contra a mulher;46;74;170.04;11/06/2003;1;inglês
9883;Alergia e intolerancia a los alimentos ;70;74;257.46;06/08/2006;4;inglês
9884;Zeca era diferente;57;74;318.85;01/04/2004;1;inglês
9885;Territírio, ambiente e saúde ;53;74;282.48;12/09/2007;2;inglês
9886;Models and ultraproducts;57;74;480.2;19/10/2012;5;inglês
9887;Anais do VIII Simpísio Anual da ACIESP ;11;74;140.53;04/07/2001;4;inglês
9888;Applied software architecture ;3;74;481.56;15/12/2008;5;inglês
9889;Levando a vida numa boa ;42;74;167.56;01/02/2001;4;inglês
9890;Tiradentes e a inconfidência mineira ;55;74;303.51;30/08/2005;4;inglês
9891;Tempos capitais:;39;74;224.6;05/05/2007;4;inglês
9892;Beyond the bottom line;64;74;36.2;22/12/2003;4;inglês
9893;Karl Marx 18181968 ;15;74;449.99;15/11/2004;1;inglês
9894;Desenvolvimento da civilizaçào material no Brasil ;15;74;385.88;30/06/2016;2;inglês
9895;Joaquim Nabuco;45;74;410.9;21/07/2015;3;inglês
9896;Emotions in the workplace;72;74;173.9;01/02/2004;5;inglês
9897;Coligações partidárias na nova democracia brasileira;7;74;415.22;19/01/2005;2;inglês
9898;Influência da fadiga no comportamento neuromuscular do quadrâceps femoral, apís reconstruçào do ligamento cruzado anterior;74;74;141.23;08/10/2011;1;inglês
9899;Introduçào ao direito internacional público. ;11;74;278.01;10/11/2013;4;inglês
9900;Reflexões linguâsticas e literárias aplicadas ao ensino ;57;74;358.54;02/11/2015;4;inglês
9901;Cooperativismo no desenvolvimento regional ;12;74;294.62;04/06/2011;2;inglês
9902;Montagem de pequeno abatedouro e cortes comerciais de ovinos  ;8;74;392.06;26/01/2010;1;inglês
9903;Responsabilidade social das empresas;64;74;65.57;28/07/2017;5;inglês
9904;Instituições de direito do trabalho ;45;74;75.97;17/07/2001;1;inglês
9905;Mitos sobre a fundaçào dos Estados Unidos;65;74;503.96;04/01/2014;2;inglês
9906;55 anos de criaçào dos Conselhos de Contabilidade. -;5;74;106.23;08/11/2002;3;inglês
9907;Paisagem na arte ;35;74;286.92;29/02/2012;1;inglês
9908;Contabilidade internacional;35;74;20.89;07/12/2003;5;inglês
9909;Escravos e libertos no Brasil colonial ;52;74;12.6;07/12/2017;1;inglês
9910;Tarcâsio Maia;54;74;34.31;15/06/2015;4;inglês
9911;Confecções e artesanato de linha;72;74;368.54;03/04/2006;1;inglês
9912;Estatuto da crianca e do adolescente comentado;71;74;106.33;24/10/2015;1;inglês
9913;Aspectos da arte e cultura popular em Campinas ;35;74;392.04;07/08/2011;4;inglês
9914;O macaco e a velha ;7;74;257.62;14/09/2014;4;inglês
9915;Antologia da poesia barroca brasileira ;29;74;36.73;20/09/2014;5;inglês
9916;Curso de gestào ambiental ;55;74;36.75;03/06/2016;3;inglês
9917;O dragào dragonino no pais dos avessos ;57;74;288.3;23/12/2009;4;inglês
9918;Linux;72;74;413.36;12/02/2017;1;inglês
9919;Amor intellectualis?;6;74;97.66;30/07/2005;5;inglês
9920;Roberto Freire ;42;74;15.73;28/03/2010;1;inglês
9921;Regularizaçào fundiária urbana;40;74;79.68;01/01/2016;2;inglês
9922;Manual prático de hidráulica e pneumática;2;74;107.0;16/04/2000;2;inglês
9923;A matrix handbook for statisticians ;31;74;145.08;22/02/2016;5;inglês
9924;Guia de alergia para o otorrinolaringologista ;72;74;93.91;06/08/2018;3;inglês
9925;Brida;45;74;218.51;27/02/2013;2;inglês
9926;International Seminar of Pollution, protection and control of  ground water ;22;74;391.42;30/12/2001;1;inglês
9927;O banquete, ou, do amor ;17;74;301.4;20/05/2014;3;inglês
9928;Uma fundamentaçào para sinais e sistemas intervalares;36;74;52.68;09/10/2017;5;inglês
9929;La iniciacion matematica de acuerdo con la psicologia de Jean Piaget ;56;74;402.84;15/08/2006;5;inglês
9930;Didactica de la imagen;40;74;4.19;13/10/2010;1;inglês
9931;Allegro tragicomédias, realismo, delârios e ambiguidades ;18;74;466.98;13/03/2004;1;inglês
9932;Sí socialmente_ ;37;74;502.63;28/10/2011;5;inglês
9933;Guia prático de primeiros socorros ;47;74;156.19;21/02/2007;1;inglês
9934;Materiales para ejercitacion psicomotora en el jardin de infantes;5;74;402.91;02/11/2005;1;inglês
9935;Calma ;33;74;469.25;01/02/2015;2;inglês
9936;O homem cordial e outras histírias ;61;74;122.54;31/12/2004;5;inglês
9937;VIII Congresso Internacional, XIV Seminário Nacional do INES, Rio de Janeiro, 23 a 25 de setembro de 2009: Anais.;39;4;388.96;28/12/2014;4;inglês
9938;Cocô de passarinho ;19;4;483.73;26/07/2001;4;inglês
9939;Calculo de estructuras con porticos y pantallas ;4;4;511.7;12/02/2004;5;inglês
9940;Delaçào premiada ;22;4;354.47;27/07/2008;4;inglês
9941;Curso básico de teoria da comunicaçào ;51;4;209.84;22/01/2000;4;inglês
9942;América;53;4;184.36;05/10/2006;1;inglês
9943;Comunicacion entre padres y maestras en el jardin de infantes;52;4;47.84;26/06/2011;4;inglês
9944;The Oxford handbook of political methodology ;13;4;436.77;09/07/2005;5;inglês
9945;Melào para exportaçào;62;4;99.22;23/01/2010;4;inglês
9946;The brazilian economy;25;4;211.95;04/10/2017;1;inglês
9947;Polifonistas portugueses;12;4;307.19;01/09/2009;4;inglês
9948;Antropologia do projeto ;58;4;486.76;09/12/2011;1;inglês
9949;Dois escritos democráticos de José de Alencar;71;4;389.87;05/01/2002;1;inglês
9950;Las enfermedades tropicales en la sociedad contemporánea ;19;4;359.24;20/03/2005;3;inglês
9951;Anais [do] VI Congresso Brasileiro de Engenharia Quâmica, 15-18 julho de 1984, Campinas, SP ;32;4;296.62;24/09/2007;2;inglês
9952;Produçào de peixes em alta densidade em tanques-rede de pequeno volume ;24;4;500.86;02/08/2002;2;inglês
9953;Como se formam os professores de histíria;28;4;373.96;17/12/2009;1;inglês
9954;Céu Azul ;38;4;506.5;29/11/2011;5;inglês
9955;Gramática sintética da lângua portuguesa ;31;4;193.15;27/03/2007;5;inglês
9956;Acta Limnologica brasiliensia ;66;4;312.51;29/03/2012;5;inglês
9957;Neurociência básica;48;4;202.2;09/05/2018;5;inglês
9958;Contos dos irmàos Grimm ;56;4;446.71;22/12/2017;4;inglês
9959;O conde de Monte Cristo ;10;4;345.35;12/10/2000;4;inglês
9960;Reptile medicine and surgery ;72;4;268.45;15/07/2005;5;inglês
9961;Duas viagens ao Brasil;51;4;269.57;28/02/2008;2;inglês
9962;Teoria pura do Direito ;45;4;134.35;28/11/2009;3;inglês
9963;As relações entre o público e o privado no processo de expansào do ensino superior no Brasil;37;4;371.3;09/12/2016;2;inglês
9964;Nào tem jeito, cai ;38;4;217.36;07/08/2007;4;inglês
9965;Introduçào a sistemas de bancos de dados ;57;4;363.69;07/12/2014;5;inglês
9966;Anais [do] eminário Internacional Tendências no Tratamento Simplificado de àguas Residuárias Domésticas e Industriais ;4;4;224.9;17/05/2018;5;inglês
9967;Guia de hematologia ;6;4;452.73;18/02/2016;1;inglês
9968;Caça aos robôs ;7;4;52.87;12/11/2013;1;inglês
9969;Pensando com demônios;20;4;148.29;30/09/2006;2;inglês
9970;Literatura e estudos culturais ;56;4;388.62;12/06/2009;2;inglês
9971;Lendas brasileiras ;51;4;359.18;15/10/2010;1;inglês
9972;Administraçào de pessoal ;73;4;375.65;02/09/2005;2;inglês
9973;Nào era uma vez- ;32;4;107.32;11/04/2004;2;inglês
9974;Bantos, malês e identidade negra ;59;4;155.06;30/07/2016;4;inglês
9975;Antropologia sexual ;13;4;377.93;05/05/2016;3;inglês
9976;Astrofâsica do meio interestelar ;1;4;295.27;04/12/2002;3;inglês
9977;O prisioneiro de Zenda ;69;4;81.86;01/08/2018;4;inglês
9978;O Municâpio na Constituiçào de 1988 ;72;4;8.9;22/03/2015;5;inglês
9979;Canções do Brasil ;72;4;55.85;29/09/2006;5;inglês
9980;Hidrodinâmica e ventos estelares;32;4;270.88;08/07/2012;1;inglês
9981;Passos da vida ;39;4;159.44;05/08/2000;5;inglês
9982;O Terceiro poder em crise;41;4;47.98;26/06/2003;4;inglês
9983;O Licenciamento ambiental pelos municâpios;32;4;427.44;30/12/2002;4;inglês
9984;Fisica:;2;4;1.54;19/12/2000;4;inglês
9985;O espaço micropúblico ;51;4;158.98;28/08/2009;3;inglês
9986;A criança e a violência na mâdia ;6;4;430.85;03/12/2000;2;inglês
9987;Por que o Rio Grande do Norte nào irriga os 33.000 hectares da Serra de Santana? ;25;4;484.32;13/10/2005;4;inglês
9988;Distinguer pour unir,;12;4;434.64;29/01/2005;1;inglês
9989;Metamorfoses da Amazônia ;30;4;344.18;15/10/2016;3;inglês
9990;Confissào e reconhecimento do pedido ;35;4;327.62;04/03/2004;5;inglês
9991;Minha histíria das mulheres ;41;4;417.84;09/06/2011;3;inglês
9992;Arquivos de cientistas;40;4;8.32;26/05/2009;3;inglês
9993;Patologia oral;54;4;148.13;24/12/2013;3;inglês
9994;Potencial forrageiro do Pau-ferro ;28;4;311.63;17/05/2002;3;inglês
9995;Indulgência ;7;4;432.25;12/11/2001;5;inglês
9996;Bahia indâgena;15;4;18.06;07/07/2007;5;inglês
9997;II Seminário Internacional de Engenharia de Saúde Pública, Goiânia, 01 a03 de dezembro de 2004: Anais ;47;4;246.67;09/05/2009;1;inglês
9998;Elementos de direito processual penal ;66;4;104.76;03/04/2012;1;inglês
9999;Vianninha;47;4;383.84;10/06/2003;5;inglês
10000;Profissào médica;57;4;169.16;14/10/2012;4;inglês
10001;Minerals in thin section ;12;4;462.9;16/10/2018;2;inglês
10002;Influence de l'habitude sur la faculté de penser ;53;4;272.59;21/07/2009;5;inglês
10003;III Seminário Internacional de Engenharia de Saúde Pública;68;4;468.87;05/09/2003;2;inglês
10004;Circuitos integrados;3;4;169.84;07/12/2008;4;inglês
10005;Linguagens do design;44;4;35.73;20/02/2008;4;inglês
10006;O sequestro do barroco na formaçào da literatura brasileira;29;4;53.95;12/04/2012;3;inglês
10007;As 10 faces da inovaçào;6;4;41.85;27/02/2015;4;inglês
10008;Ankito;7;4;122.38;26/06/2001;5;inglês
10009;Tratamento clânico das disfunções temporomandibulares e da dor orofacial ;44;4;180.47;10/06/2000;5;inglês
10010;Pidginization and creolization of languages;9;4;88.79;22/04/2009;1;inglês
10011;Anais do Simpísio sobre Fertilizantes Orgânicos, Sào Paulo, 9 e 10 de maio de 1984 ;38;4;268.34;19/07/2017;4;inglês
10012;Manual prático do enxertador e criador de mudas de árvores frutâferas e dos arbustos ornamentais ;58;4;251.41;07/01/2017;1;inglês
10013;Tabela de bolso completa de calorias para dietas;65;4;142.82;09/08/2004;5;inglês
10014;Contemporary considerations in the treatment and rehabilitation of head and neck cancer;29;4;76.43;17/11/2007;3;inglês
10015;Como cultivar células ;39;4;117.11;18/10/2007;2;inglês
10016;Poesies completes ;33;4;243.97;26/01/2018;4;inglês
10017;Macbeth ;65;4;497.09;15/07/2015;1;inglês
10018;Os Lvsiadas ;37;4;231.68;20/06/2004;3;inglês
10019;O poço de Campaná ;73;4;277.49;06/10/2004;1;inglês
10020;Alain-Fournier ;23;4;118.64;31/10/2014;2;inglês
10021;Iniciaçào as estruturas algébricas ;19;4;52.51;17/04/2004;3;inglês
10022;Iniciaçào a fonética e à  fonologia ;27;4;97.59;29/04/2002;4;inglês
10023;Ninoca e as cores ;25;4;155.8;11/05/2009;4;inglês
10024;Videocirurgia ;38;4;380.17;18/03/2016;3;inglês
10025;Medicos, doentes e contextos sociais;7;4;486.27;23/11/2010;2;inglês
10026;Confiabilidade;14;4;17.68;10/11/2006;1;inglês
10027;Curso de direito processual do trabalho ;30;4;412.22;07/11/2003;3;inglês
10028;Reflexões sobre a questào gay ;36;4;347.62;06/05/2001;4;inglês
10029;Vida de negro no Maranhào;18;4;209.36;27/04/2013;2;inglês
10030;O poder judiciário brasileiro e sua organizaçào ;28;4;57.94;21/06/2010;5;inglês
10031;Desenvolvimento motor ao longo da vida ;4;4;321.46;23/10/2000;5;inglês
10032;A forma fâsica total em 30 minutos por semana ;46;4;210.24;26/07/2015;4;inglês
10033;José Saramago;56;4;403.36;28/08/2006;5;inglês
10034;O Evangelho segundo o espiritismo:;36;4;395.28;17/12/2011;3;inglês
10035;Efeito inseticida de vicilinas isoladas de sementes de Erythrina velutina em condições de semi-campo para moscas das frutas (Ceratitis capitata);43;4;145.75;13/01/2006;3;inglês
10036;Bâblia como se lê ;48;4;328.84;03/08/2014;2;inglês
10037;A tecnologia de informaçào e mudança organizacional ;34;4;301.79;13/05/2008;1;inglês
